primaryTitle,startYear,genre1,genre2,genre3,averageRating,numVotes,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,News,Romance,Sci-Fi,Sport,Thriller,War,Western
After Earth,2013,Action,Adventure,Sci-Fi,4.8,197031.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
After Hours,1985,Comedy,Crime,Drama,7.7,65363.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After We Collided,2020,Drama,Romance,,5.2,26372.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
After the Sunset,2004,Action,Comedy,Crime,6.3,46277.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After the Wedding,2006,Drama,,,7.7,33739.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After.Life,2009,Drama,Mystery,Thriller,5.9,37982.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Agent Cody Banks,2003,Action,Adventure,Comedy,5.1,34193.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agora,2009,Adventure,Biography,Drama,7.2,68175.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aguirre, the Wrath of God",1972,Action,Adventure,Biography,7.9,55153.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Air America,1990,Action,Comedy,War,5.8,28095.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Air Force One,1997,Action,Drama,Thriller,6.5,188802.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Airheads,1994,Comedy,Crime,Music,6.1,48749.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Airplane!,1980,Comedy,,,7.7,226171.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akira,1988,Action,Animation,Drama,8.0,175662.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aladdin,1992,Adventure,Animation,Comedy,8.0,389375.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aladdin,2019,Adventure,Comedy,Family,6.9,247276.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Cross,2012,Action,Crime,Mystery,5.2,33352.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Alexander,2004,Action,Biography,Drama,5.6,166612.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,Comedy,Drama,Family,6.2,42857.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Alfie,2004,Comedy,Drama,Romance,6.2,52009.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ali,2001,Biography,Drama,Sport,6.8,96675.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ali G Indahouse,2002,Comedy,,,6.3,88968.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alice Through the Looking Glass,2016,Adventure,Family,Fantasy,6.2,101105.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Alice in Wonderland,2010,Adventure,Family,Fantasy,6.4,398376.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Alien vs. Predator,2004,Action,Adventure,Horror,5.6,191574.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Alien: Covenant,2017,Horror,Sci-Fi,Thriller,6.4,267842.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
Alien: Resurrection,1997,Action,Horror,Sci-Fi,6.2,238930.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Aliens,1986,Action,Adventure,Sci-Fi,8.3,683599.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Aliens vs. Predator: Requiem,2007,Action,Horror,Sci-Fi,4.6,120506.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Alita: Battle Angel,2019,Action,Adventure,Sci-Fi,7.3,249830.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Alive,1993,Biography,Drama,Thriller,7.1,53675.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
All About My Mother,1999,Drama,,,7.9,93452.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All About Steve,2009,Comedy,Romance,,4.8,41183.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
All Good Things,2010,Crime,Drama,Mystery,6.3,54828.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
All Is Lost,2013,Action,Adventure,Drama,6.9,78871.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All That Jazz,1979,Drama,Music,Musical,7.9,30066.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
All the Bright Places,2020,Drama,Romance,,6.5,26401.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
All the Money in the World,2017,Biography,Crime,Drama,6.8,80983.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All the President's Men,1976,Drama,History,Thriller,8.0,110260.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Allegiant,2016,Action,Adventure,Mystery,5.7,115893.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Allied,2016,Action,Drama,Romance,7.1,149993.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Almost Famous,2000,Adventure,Comedy,Drama,7.9,266430.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aloha,2015,Comedy,Drama,Romance,5.4,65134.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Alone in the Dark,2005,Action,Horror,Sci-Fi,2.4,45165.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Along Came Polly,2004,Comedy,Romance,,6.0,132192.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Along Came a Spider,2001,Drama,Thriller,,6.4,81994.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Alpha,2018,Action,Adventure,Drama,6.7,59543.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alpha Dog,2006,Biography,Crime,Drama,6.9,101424.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Altered States,1980,Horror,Sci-Fi,Thriller,6.9,33914.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
Alvin and the Chipmunks,2007,Adventure,Animation,Comedy,5.2,81392.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alvin and the Chipmunks: Chipwrecked,2011,Adventure,Animation,Comedy,4.3,33668.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alvin and the Chipmunks: The Squeakquel,2009,Adventure,Animation,Comedy,4.5,46641.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Always,1989,Drama,Fantasy,Romance,6.4,29220.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Always Be My Maybe,2019,Comedy,Romance,,6.8,51560.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Amarcord,1973,Comedy,Drama,,7.9,42043.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
America's Sweethearts,2001,Comedy,Romance,,5.7,57081.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
American Animals,2018,Biography,Crime,Drama,7.0,42255.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Assassin,2017,Action,Thriller,,6.2,77487.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
American Beauty,1999,Drama,,,8.3,1110222.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Gangster,2007,Biography,Crime,Drama,7.8,409253.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Graffiti,1973,Comedy,Drama,,7.4,86088.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American History X,1998,Drama,,,8.5,1073329.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Honey,2016,Adventure,Drama,Romance,7.0,41024.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
American Hustle,2013,Crime,Drama,,7.2,464136.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Made,2017,Action,Comedy,Crime,7.2,169728.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Pie,1999,Comedy,,,7.0,391581.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Pie 2,2001,Comedy,,,6.4,248085.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Psycho,2000,Crime,Drama,Horror,7.6,533299.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
American Reunion,2012,Comedy,,,6.7,208828.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Sniper,2014,Action,Biography,Drama,7.3,461159.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Splendor,2003,Biography,Comedy,Drama,7.4,49094.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Ultra,2015,Action,Comedy,,6.1,88940.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Wedding,2003,Comedy,,,6.3,200775.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amistad,1997,Biography,Drama,History,7.3,74477.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Amores perros,2000,Drama,Thriller,,8.1,233134.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Amy,2015,Biography,Documentary,Music,7.8,50736.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
An American Crime,2007,Biography,Crime,Drama,7.3,33935.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
An American Haunting,2005,Drama,History,Horror,5.1,25421.0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
An American Tail,1986,Adventure,Animation,Comedy,6.9,51335.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
An American Tail: Fievel Goes West,1991,Adventure,Animation,Family,6.5,25209.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
An American Werewolf in London,1981,Comedy,Horror,,7.5,100901.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
An Education,2009,Drama,,,7.3,131894.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
An Inconvenient Truth,2006,Documentary,News,,7.4,82265.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
An Officer and a Gentleman,1982,Drama,Romance,,7.0,54307.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
An Unfinished Life,2005,Drama,Family,Romance,7.0,30497.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Anaconda,1997,Action,Adventure,Horror,4.8,101180.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Anacondas: The Hunt for the Blood Orchid,2004,Action,Adventure,Horror,4.7,30747.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Analyze That,2002,Comedy,Crime,,5.9,84301.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Analyze This,1999,Comedy,Crime,,6.7,150061.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anastasia,1997,Adventure,Animation,Drama,7.2,117841.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anchorman 2: The Legend Continues,2013,Comedy,,,6.3,175169.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anchorman: The Legend of Ron Burgundy,2004,Comedy,,,7.2,342046.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
And Justice for All,1979,Crime,Drama,Thriller,7.4,33016.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Andhadhun,2018,Crime,Drama,Music,8.2,84330.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Andrei Rublev,1966,Biography,Drama,History,8.1,51318.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Angel Has Fallen,2019,Action,Thriller,,6.4,89988.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Angels in the Outfield,1994,Comedy,Family,Fantasy,6.2,30944.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Anger Management,2003,Comedy,,,6.2,209781.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Angus, Thongs and Perfect Snogging",2008,Comedy,Drama,Romance,6.3,27209.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Animal Kingdom,2010,Crime,Drama,,7.3,56540.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anna,2019,Action,Thriller,,6.7,73074.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Anna Karenina,2012,Drama,Romance,,6.6,96539.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Anna and the King,1999,Drama,History,Romance,6.7,36770.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Annabelle,2014,Horror,Mystery,Thriller,5.4,151572.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Annabelle: Creation,2017,Horror,Mystery,Thriller,6.5,124855.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Annie,1982,Comedy,Drama,Family,6.6,42756.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Annie,2014,Comedy,Drama,Family,5.3,36481.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Annie Hall,1977,Comedy,Romance,,8.0,259042.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Annihilation,2018,Adventure,Drama,Horror,6.8,301390.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Anomalisa,2015,Animation,Comedy,Drama,7.3,69771.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anon,2018,Crime,Sci-Fi,Thriller,6.1,41387.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Anonymous,2011,Drama,Thriller,,6.9,40205.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Another 48 Hrs.,1990,Action,Comedy,Crime,5.9,40540.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Another Earth,2011,Drama,Romance,Sci-Fi,6.9,93736.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Another Round,2020,Comedy,Drama,,7.8,117334.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Another Year,2010,Comedy,Drama,,7.4,28935.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ant-Man,2015,Action,Adventure,Comedy,7.3,614045.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ant-Man and the Wasp,2018,Action,Adventure,Comedy,7.0,351762.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthropoid,2016,Action,Biography,Drama,7.2,46444.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antichrist,2009,Drama,Horror,Thriller,6.6,121999.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Antitrust,2001,Action,Crime,Drama,6.1,29051.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antwone Fisher,2002,Biography,Drama,,7.3,34795.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antz,1998,Adventure,Animation,Comedy,6.5,150937.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Any Given Sunday,1999,Drama,Sport,,6.9,116022.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Apocalypse Now,1979,Drama,Mystery,War,8.4,634569.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Apocalypto,2006,Action,Adventure,Drama,7.8,301479.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apollo 13,1995,Adventure,Drama,History,7.6,282633.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Apollo 18,2011,Horror,Mystery,Sci-Fi,5.2,55067.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
Apostle,2018,Drama,Fantasy,Horror,6.3,48914.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Appaloosa,2008,Action,Crime,Drama,6.7,60224.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aquaman,2018,Action,Adventure,Fantasy,6.9,421310.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Aquamarine,2006,Comedy,Family,Fantasy,5.4,41091.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Arachnophobia,1990,Comedy,Horror,Thriller,6.4,67551.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Arbitrage,2012,Drama,Thriller,,6.6,51509.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Arctic,2018,Adventure,Drama,,6.8,47927.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Are We There Yet?,2005,Adventure,Comedy,Family,4.7,31080.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Argo,2012,Biography,Drama,Thriller,7.7,593627.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Arizona Dream,1993,Comedy,Drama,Fantasy,7.3,42747.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Arlington Road,1999,Action,Crime,Drama,7.2,84539.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Armageddon,1998,Action,Adventure,Sci-Fi,6.7,409958.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Armored,2009,Action,Crime,Thriller,5.7,30436.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Around the World in 80 Days,2004,Action,Adventure,Comedy,5.9,87940.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arrival,2016,Drama,Sci-Fi,,7.9,646188.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Artemis Fowl,2020,Adventure,Family,Fantasy,4.2,26225.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Arthur,1981,Comedy,Romance,,6.9,27332.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Arthur,2011,Comedy,Romance,,5.7,51471.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Arthur Christmas,2011,Adventure,Animation,Comedy,7.1,54902.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arthur and the Invisibles,2006,Adventure,Animation,Comedy,6.0,35482.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Article 15,2019,Crime,Drama,Mystery,8.2,28269.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"As Above, So Below",2014,Horror,Mystery,Thriller,6.2,86671.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
As Good as It Gets,1997,Comedy,Drama,Romance,7.7,288901.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Assassin's Creed,2016,Action,Adventure,Sci-Fi,5.7,193163.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Assassins,1995,Action,Crime,Thriller,6.3,80768.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Assault on Precinct 13,2005,Action,Crime,Drama,6.3,76721.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assault on Precinct 13,1976,Action,Crime,Thriller,7.4,47856.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Asterix at the Olympic Games,2008,Adventure,Comedy,Family,5.2,29060.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Astro Boy,2009,Action,Adventure,Animation,6.3,35314.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
At Eternity's Gate,2018,Biography,Drama,,6.9,32349.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atlantis: The Lost Empire,2001,Action,Adventure,Animation,6.9,112169.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atomic Blonde,2017,Action,Thriller,,6.7,185755.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Atonement,2007,Drama,Mystery,Romance,7.8,264860.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Attack the Block,2011,Action,Adventure,Comedy,6.7,104462.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Audition,1999,Drama,Horror,Mystery,7.2,77735.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
August Rush,2007,Drama,Music,,7.5,105849.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
August: Osage County,2013,Comedy,Drama,,7.2,87851.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austin Powers: International Man of Mystery,1997,Adventure,Comedy,,7.0,231301.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austin Powers: The Spy Who Shagged Me,1999,Action,Adventure,Comedy,6.6,225225.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,2008,Adventure,Comedy,Drama,6.6,122151.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Automata,2014,Action,Drama,Sci-Fi,6.1,55978.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Autumn Sonata,1978,Drama,Music,,8.2,31952.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Autumn in New York,2000,Drama,Romance,,5.6,25973.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ava,2020,Action,Crime,Drama,5.4,49684.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Avatar,2009,Action,Adventure,Fantasy,7.8,1163661.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Avengers: Age of Ultron,2015,Action,Adventure,Sci-Fi,7.3,799131.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Avengers: Endgame,2019,Action,Adventure,Drama,8.4,960090.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Avengers: Infinity War,2018,Action,Adventure,Sci-Fi,8.4,940423.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Awake,2007,Crime,Drama,Mystery,6.5,74544.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Awakenings,1990,Biography,Drama,,7.8,134112.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Away We Go,2009,Adventure,Comedy,Drama,7.0,52970.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ayla: The Daughter of War,2017,Biography,Drama,History,8.4,37381.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BASEketball,1998,Comedy,Sport,,6.5,59766.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Baahubali 2: The Conclusion,2017,Action,Drama,,8.2,81885.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baahubali: The Beginning,2015,Action,Drama,,8.0,109231.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
